Timestep,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFBT,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMB,LFMT,LFPI,LFRM,LFWT,LHAP,LHBA,LHEB,LHEE,LHFR,LHME,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSCA,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBAC,RBHD,RBWT,RELB,RELS,RELSO,RFBB,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHAP,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSCA,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD
64,0.00359264,0.00212094,0.0260965,0.00708889,0.00509657,0.00254205,0.00295079,0.0014115,0.000601063,0.0100891,0.0109345,0.00445594,0.0125677,0.00426338,0.00415108,0.010669,0.0135262,0.00343188,0.00530134,0.00320472,0.00558024,0.00761783,0.0087203,0.0018972,0.00228723,0.00494471,0.00707788,0.00745416,0.0125112,0.00547566,0.00528306,0.00572463,0.0052903,0.00310144,0.00906248,0.0285406,0.0187112,0.0161841,0.00786761,0.00881771,0.0113287,0.00267949,0.00632235,0.00302032,0.0333666,0.00248519,0.00243316,0.00266882,0.0039585,0.00269643,0.00713289,0.011962,0.0169153,0.0230973,0.0201183,0.00799203,0.0133885,0.0109738,0.00325793,0.00848749,0.0103538,0.0152689,0.0034737,0.00776996,0.00441702,0.0106239,0.00165859,0.00800456,0.00479737,0.0121131,0.00104842,0.0028178,0.00580911,0.0116602,0.00589733,0.00769838,0.00870138,0.00416502,0.00421934,0.00781658,0.00748869,0.00480556,0.0139288,0.0181252,0.0074367,0.00497524,0.00927313,0.0083403,0.0165104,0.0185672,0.0103065,0.0117667,0.00224878,0.00777165,0.00160715,0.0209872,0.00153883,0.000415523,0.00176879,0.00453674,0.00572516,0.00740827,0.0152857,0.0101422,0.0101075
65,0.00480322,0.00344555,0.027408,0.00940175,0.00713708,0.00472115,0.00483922,0.00461371,0.00264138,0.0108267,0.0135611,0.0051729,0.0135071,0.00445767,0.00737948,0.00893213,0.012401,0.00347485,0.00543924,0.00464044,0.0064068,0.00955835,0.00906231,0.00209331,0.00190759,0.0059619,0.00761927,0.010152,0.0113539,0.00545991,0.00674712,0.00611098,0.00402324,0.00255371,0.00895579,0.0256195,0.0196833,0.0135386,0.00673097,0.00768256,0.012716,0.00537693,0.00728261,0.00344138,0.0319929,0.00411309,0.00434619,0.00512116,0.00682734,0.00402375,0.00791402,0.0110903,0.0160421,0.0220265,0.0171009,0.0102306,0.01457,0.00915717,0.00493858,0.00916644,0.0103196,0.0166813,0.00435571,0.00852255,0.00387199,0.010297,0.000878449,0.00745495,0.0068626,0.00984472,0.00183592,0.00296219,0.00483139,0.0113417,0.00819592,0.00801073,0.0090559,0.00566911,0.00579849,0.0121119,0.010674,0.00591551,0.0126852,0.0163717,0.00636857,0.00668052,0.00894985,0.00921383,0.0160592,0.018803,0.0110058,0.0103018,0.00627323,0.00742115,0.00183994,0.0213552,0.00184301,0.00279708,0.00521984,0.00629147,0.0101013,0.00988382,0.0145205,0.00993293,0.0109673
66,0.00540541,0.00482699,0.0286281,0.0112821,0.00861974,0.00506635,0.00543507,0.00643577,0.0043711,0.0109976,0.0134918,0.00566148,0.0137947,0.00442973,0.0108201,0.00754313,0.0115391,0.00394346,0.0055655,0.00532625,0.00664939,0.0104149,0.0118633,0.00241131,0.00170235,0.00662412,0.00776886,0.00978863,0.0107172,0.00529016,0.00763519,0.00705879,0.0046502,0.00299611,0.00860025,0.0219769,0.0203533,0.0110038,0.00633561,0.00751186,0.013539,0.00520022,0.00808246,0.0040696,0.0305954,0.00486005,0.00479699,0.00541047,0.006674,0.00376315,0.00814539,0.0106909,0.0156938,0.020332,0.0139431,0.0114812,0.0159092,0.00749765,0.00588551,0.00964345,0.0103612,0.0178663,0.00459029,0.00824563,0.00414742,0.0100424,0.00189811,0.00696557,0.00821539,0.00847204,0.00299765,0.0032975,0.004607,0.0109574,0.00935474,0.00719307,0.00898444,0.00638988,0.00660241,0.0142948,0.0119482,0.00614478,0.00920243,0.0130114,0.00361359,0.00730858,0.00881652,0.00943238,0.0154146,0.0186526,0.0117829,0.00952775,0.00849602,0.00804416,0.00340676,0.0212621,0.0033313,0.00457677,0.00712184,0.00736438,0.0124009,0.0122195,0.0119788,0.00799266,0.0106996
67,0.00431682,0.00393545,0.0290538,0.0118321,0.00909218,0.00412602,0.00446999,0.00545817,0.00389192,0.0101774,0.0129996,0.00551532,0.0138718,0.00402014,0.0126728,0.00580611,0.0101947,0.0033689,0.00516532,0.00469592,0.00598691,0.010343,0.0146504,0.00209109,0.00206365,0.0058372,0.00714849,0.00907875,0.00968444,0.00506852,0.00747232,0.00698882,0.00380213,0.00267925,0.00768098,0.0183662,0.0201993,0.00898952,0.0059912,0.00761817,0.01281,0.00421778,0.00821531,0.00329009,0.0297617,0.00403483,0.00392844,0.00445625,0.00598332,0.00315735,0.0069051,0.0108324,0.0159,0.0181213,0.0107915,0.0115605,0.0156124,0.00748132,0.00593988,0.00988297,0.0104522,0.018152,0.00446861,0.00787537,0.00408954,0.00968353,0.00203894,0.00653593,0.00837287,0.0101718,0.00305052,0.00328664,0.00446288,0.0104222,0.00779793,0.00671267,0.00863717,0.00650391,0.00675008,0.0129135,0.0106776,0.00611742,0.00616238,0.0116256,0.00214492,0.00731744,0.00891198,0.00917996,0.0148555,0.018321,0.0117465,0.00943133,0.00714952,0.00853466,0.00280704,0.0209228,0.00324553,0.00406075,0.00608193,0.00586215,0.0108818,0.0114438,0.0104387,0.00607924,0.0102846
68,0.0026592,0.00253632,0.0295088,0.0121127,0.0093995,0.00203899,0.00223238,0.00324196,0.00222161,0.00962859,0.0111766,0.00476552,0.0136297,0.00316169,0.0130272,0.00384142,0.00824025,0.00346632,0.00532546,0.00289509,0.00465891,0.00998052,0.0150575,0.00242157,0.00323592,0.00427444,0.00641647,0.00745392,0.00749929,0.00466048,0.00679796,0.00591646,0.00455416,0.00320229,0.00660981,0.014087,0.0179915,0.00652983,0.00549225,0.00907327,0.0109575,0.00250767,0.0076539,0.00270992,0.0292465,0.00193235,0.00196633,0.0023109,0.00469604,0.00283068,0.00555312,0.0109423,0.016018,0.0150504,0.00741308,0.0115222,0.014417,0.0104893,0.00580003,0.00974723,0.0110156,0.0175926,0.00439601,0.00848446,0.00295245,0.00898311,0.00151206,0.00615549,0.00830471,0.0125521,0.00190061,0.00264533,0.00362727,0.00965915,0.00620932,0.00730354,0.00831946,0.00661063,0.00701602,0.0102714,0.00987035,0.0064497,0.00533906,0.012895,0.00348606,0.00757745,0.00893622,0.00899568,0.0144716,0.0181674,0.0110044,0.00955057,0.00403707,0.0095092,0.000720998,0.0206109,0.001867,0.00217339,0.00382769,0.00455435,0.0074434,0.00861917,0.011035,0.00566049,0.00975755
69,0.00343721,0.00331298,0.0305315,0.0134302,0.0102223,0.000971767,0.0015311,0.00259145,0.00191712,0.0105594,0.00902702,0.00360288,0.0130708,0.00245927,0.0143551,0.00122811,0.00520771,0.00523979,0.00651425,0.00161671,0.00356509,0.0103009,0.0164275,0.00393369,0.00446521,0.00401558,0.00644605,0.00562625,0.0050561,0.00383195,0.00609198,0.00470659,0.00648506,0.00413653,0.00534771,0.00696141,0.0147129,0.00521888,0.00506081,0.0112495,0.00988882,0.000829141,0.00675713,0.00426739,0.0281149,0.00168391,0.00140721,0.000604574,0.00352212,0.00288033,0.00585075,0.0107388,0.0157981,0.00992076,0.00396101,0.0125627,0.0140194,0.0132538,0.00600719,0.00950544,0.0121847,0.0164899,0.00483752,0.010182,0.00227045,0.00861912,0.00135473,0.00614828,0.0095532,0.0155503,0.000795692,0.00232942,0.00325297,0.00918233,0.00611825,0.00901551,0.00785028,0.00707484,0.00793598,0.0087182,0.0102237,0.00738653,0.00754467,0.0159081,0.00631215,0.00851028,0.00849128,0.00880439,0.0138393,0.0181303,0.0106892,0.010129,0.00229009,0.0114548,0.0019291,0.0203566,0.00133656,0.00157325,0.00305702,0.00514936,0.0048126,0.00662757,0.0133,0.00726796,0.00910736
70,0.00471252,0.0034411,0.0324118,0.0161679,0.0121322,0.00223561,0.00297896,0.00205801,0.00182541,0.0118341,0.00793266,0.00301357,0.0126792,0.00286209,0.0170718,0.00331973,0.00279044,0.00634828,0.00754427,0.00158377,0.00371849,0.0116324,0.0210649,0.00416802,0.00464417,0.00519198,0.00714261,0.00425804,0.00689035,0.00252818,0.00637,0.00496267,0.00787289,0.00480508,0.00520338,0.00637863,0.0139161,0.0107314,0.00555133,0.0122588,0.0108131,0.00144161,0.00632763,0.00515424,0.0258215,0.00281591,0.00243173,0.00200182,0.00332126,0.00305919,0.0071787,0.0102574,0.015329,0.00420921,0.00903885,0.0148778,0.0147357,0.0141594,0.00708478,0.0106635,0.0134757,0.015035,0.00596156,0.0122811,0.00304985,0.0090094,0.00110204,0.00656554,0.0126613,0.0175845,0.00117185,0.00287179,0.00390351,0.00933651,0.00505088,0.0109567,0.00705861,0.00796365,0.00944178,0.00638101,0.00856295,0.0086227,0.0104715,0.0187885,0.0084782,0.0099288,0.00751983,0.00858521,0.0128484,0.0181119,0.0112907,0.0111143,0.00171265,0.0144368,0.00319122,0.0201309,0.00197947,0.00173752,0.00200978,0.00541797,0.00154934,0.00601981,0.0156949,0.0098415,0.00913226
71,0.00522741,0.00512456,0.0344042,0.0190243,0.0145768,0.00304889,0.00413323,0.00468313,0.00398213,0.0123981,0.00834762,0.004218,0.0132201,0.00411868,0.01946,0.0061236,0.00354501,0.00670589,0.00821523,0.00311168,0.00499714,0.0132883,0.0268363,0.0033948,0.00405851,0.00677344,0.00814856,0.00417278,0.0105302,0.00105545,0.00779804,0.00632618,0.00803825,0.00462256,0.00637977,0.0158958,0.0169608,0.0176789,0.00650673,0.0118851,0.0132688,0.0026279,0.00700056,0.00520992,0.0229669,0.00396873,0.00319883,0.00297559,0.00447093,0.00310447,0.00778741,0.00990048,0.0149597,0.00615499,0.0155844,0.0172171,0.0170257,0.015071,0.00847467,0.013202,0.0148057,0.0129178,0.00688694,0.0134922,0.00480705,0.0101926,0.00175781,0.00754253,0.0158276,0.0172379,0.00270183,0.00408267,0.0055003,0.0102569,0.00628883,0.0113483,0.00614207,0.00875494,0.0105096,0.0056913,0.00652413,0.00935902,0.0101564,0.0188374,0.0081697,0.010787,0.00630886,0.00843729,0.0121905,0.0182373,0.0126616,0.0128609,0.00617007,0.0178324,0.00556945,0.019816,0.00390023,0.00420584,0.00454042,0.00822904,0.00448033,0.00847695,0.0157876,0.010725,0.0106321
72,0.0040995,0.00938375,0.0359522,0.0216364,0.0169441,0.00176413,0.00350974,0.00941931,0.00807736,0.0114005,0.00867444,0.00654348,0.0146809,0.00514416,0.0199774,0.00747648,0.00381975,0.00657566,0.00843211,0.00394355,0.00552367,0.0154386,0.0285877,0.00302367,0.00397718,0.0072386,0.00852312,0.00369463,0.0114355,0.00137828,0.00926536,0.00737232,0.0072263,0.00469615,0.00703332,0.0201973,0.0177324,0.0204405,0.00686821,0.0111778,0.0143659,0.00152575,0.00872059,0.00448666,0.0212824,0.00404017,0.0022676,0.00165397,0.00443549,0.00296011,0.00622573,0.0105811,0.0154415,0.00792465,0.0177479,0.0197517,0.0203506,0.0184464,0.00992524,0.0165673,0.0159916,0.00983017,0.00813732,0.0143793,0.0071943,0.0116466,0.00426913,0.00881897,0.0194324,0.0164779,0.00462098,0.00509514,0.00798109,0.0114671,0.0112777,0.0112192,0.00518738,0.00981656,0.011375,0.00929973,0.00881344,0.010259,0.00960533,0.0181546,0.00793395,0.0115231,0.00549218,0.00841896,0.0128716,0.0190032,0.0139923,0.0157387,0.0118761,0.0212877,0.00932874,0.0199513,0.00703678,0.00825699,0.00958009,0.0135313,0.00984231,0.0133086,0.0153371,0.0115616,0.0140346
73,0.0018413,0.0131931,0.0365042,0.0235882,0.0187159,0.00119986,0.00218327,0.013382,0.011688,0.0101542,0.0106799,0.00853472,0.017027,0.00567485,0.0197218,0.00832391,0.00435674,0.00561217,0.00797132,0.00352193,0.00514,0.0179522,0.0278152,0.002125,0.00393047,0.00650752,0.00810448,0.00596783,0.0109869,0.00252228,0.0105278,0.00849611,0.0057838,0.00546245,0.007525,0.0201904,0.0165363,0.0202952,0.00775368,0.0101674,0.0141604,0.00270643,0.0108001,0.00287018,0.0215032,0.00312162,0.00105709,0.00181804,0.00542118,0.00415352,0.00372524,0.0119709,0.0166831,0.00757435,0.0169742,0.0220091,0.0233607,0.0226043,0.0106896,0.019738,0.0165519,0.0069096,0.00908579,0.014428,0.00903731,0.0125596,0.00688657,0.00978074,0.0225444,0.0155208,0.00614924,0.00531059,0.0101583,0.0122744,0.0158949,0.0104412,0.00406619,0.0105897,0.0114534,0.013272,0.0130747,0.0108532,0.00943839,0.0167856,0.00818713,0.0117286,0.00549314,0.00820831,0.0144702,0.0200335,0.0149475,0.0184927,0.0164358,0.0234823,0.0124494,0.0205597,0.0099452,0.0117548,0.0138124,0.018368,0.0138918,0.017409,0.0143958,0.0122501,0.0180626
74,0.00126739,0.0154492,0.0368222,0.025016,0.0198553,0.00246095,0.000950498,0.0157204,0.0139377,0.0102958,0.0107108,0.00943048,0.0190343,0.00572891,0.0189324,0.00843514,0.00451273,0.0051074,0.00757275,0.0017735,0.00419909,0.0199898,0.0257446,0.00220723,0.00452239,0.00523655,0.00734026,0.00624265,0.00997993,0.00309107,0.0109413,0.00876239,0.00737832,0.00761013,0.00752618,0.0185318,0.0143379,0.0187995,0.00819765,0.0106782,0.0127969,0.00423183,0.0121395,0.00212622,0.0221277,0.00155679,0.00144606,0.00303963,0.00587179,0.00600041,0.004504,0.0128446,0.0176336,0.00624959,0.0155771,0.023831,0.024953,0.0256529,0.0108462,0.0222208,0.0164364,0.00612471,0.00945302,0.0138937,0.0100169,0.0128167,0.00883145,0.0102316,0.0250389,0.0141646,0.00709035,0.00502679,0.0114825,0.0124908,0.0187768,0.00942144,0.0031686,0.0109279,0.0110047,0.0153713,0.0159725,0.0110689,0.00980853,0.0149342,0.00878796,0.0116185,0.0059832,0.00811229,0.0154284,0.0205763,0.0153765,0.0203336,0.0190421,0.0243507,0.0143081,0.0209413,0.0119007,0.0139332,0.0162972,0.0214279,0.0159602,0.0195516,0.0133778,0.0127486,0.0212642
75,0.00435219,0.0154429,0.0358486,0.0239842,0.0189117,0.00479091,0.00278681,0.0156742,0.0140008,0.0113888,0.00864893,0.00904337,0.0184631,0.00578221,0.0172227,0.00825093,0.00446422,0.00575339,0.00768352,0.00095388,0.00310361,0.0184624,0.0210482,0.00389677,0.00574431,0.00443698,0.00665914,0.00597166,0.00832984,0.00331804,0.00913686,0.00760226,0.0110801,0.0104427,0.00547848,0.0163454,0.00970134,0.0155646,0.00683195,0.0120561,0.0113346,0.00677662,0.0113758,0.00419813,0.0230924,0.00209774,0.00392116,0.0050104,0.00713719,0.00892307,0.00779414,0.013583,0.0185348,0.00455103,0.0142764,0.0225894,0.0245204,0.0257358,0.01035,0.0221153,0.0162283,0.00674954,0.00949808,0.013401,0.0100596,0.0126681,0.00903733,0.00976318,0.02444,0.0127326,0.00710882,0.0044479,0.011458,0.0120505,0.0186404,0.00885384,0.00231014,0.0104462,0.0103581,0.0147993,0.015782,0.010657,0.0107685,0.0136591,0.00934995,0.0110259,0.00712241,0.00780036,0.0144553,0.0196782,0.0151983,0.0204048,0.0187832,0.0238139,0.0144119,0.0204587,0.0120952,0.014012,0.0162021,0.0212156,0.0156274,0.0191949,0.0129178,0.013224,0.0205509
76,0.006906,0.0148534,0.0323394,0.0202584,0.015651,0.00743517,0.00464874,0.0150401,0.01344,0.0124543,0.00867822,0.00773688,0.0156973,0.00616326,0.014886,0.00895887,0.00685295,0.00604376,0.00748395,0.00205696,0.00160903,0.0133952,0.014528,0.00518689,0.00687788,0.00339877,0.0055898,0.00842631,0.00780041,0.00437056,0.00566398,0.00641691,0.0144429,0.0135171,0.00307057,0.0165264,0.00427587,0.0124865,0.00603112,0.0126517,0.0102765,0.0100067,0.00863203,0.0060887,0.0253037,0.00330314,0.0063638,0.00756596,0.00977097,0.0124229,0.0106036,0.0147435,0.0199483,0.00817564,0.014384,0.0178051,0.0238173,0.0247336,0.00837348,0.0189165,0.0156788,0.00842193,0.00909385,0.0120889,0.00985524,0.0125928,0.00846714,0.00887422,0.0199139,0.0111945,0.00664877,0.00356619,0.011041,0.0115348,0.017821,0.00795682,0.0016452,0.00854798,0.00853245,0.0138785,0.014644,0.00908833,0.0118983,0.0122826,0.0097435,0.0089953,0.00939155,0.00697045,0.0124948,0.0173337,0.014799,0.0197755,0.0180341,0.0212331,0.0140309,0.0190062,0.0116799,0.0134991,0.0154855,0.0201664,0.0150774,0.0187567,0.0121171,0.0135362,0.0155726
77,0.00806989,0.0156854,0.0270747,0.0156612,0.0119228,0.0091282,0.00599553,0.0158811,0.0143231,0.0130688,0.0102334,0.00738862,0.0145329,0.00715395,0.0129828,0.0110013,0.0105265,0.00599206,0.00663145,0.00385516,0.000522844,0.00724247,0.00951168,0.00642181,0.00777449,0.00218133,0.0039125,0.0105439,0.00981315,0.00599363,0.00333489,0.00725391,0.0159787,0.0152466,0.00529192,0.0199607,0.00698943,0.0126115,0.00847707,0.0129961,0.00964136,0.0120108,0.00699176,0.00703425,0.0288632,0.00461532,0.00798155,0.00927884,0.0117101,0.0144391,0.0119705,0.016325,0.0218235,0.0141464,0.0164549,0.0112118,0.0243514,0.0252918,0.00588705,0.0159689,0.0145141,0.0107596,0.00866204,0.0100059,0.0105468,0.0131858,0.00912055,0.00858802,0.0138582,0.0110746,0.00698389,0.00288324,0.0117594,0.011753,0.018703,0.00682446,0.00289525,0.00639636,0.0062455,0.0145746,0.0152078,0.00730568,0.0122722,0.0109345,0.0101152,0.00652051,0.0122284,0.00671448,0.0119871,0.0148853,0.0149231,0.0203678,0.0189445,0.0177364,0.0148463,0.0176141,0.0125503,0.0143834,0.0163297,0.0209612,0.0159491,0.019856,0.0108265,0.0134939,0.0101335
78,0.0061491,0.0173824,0.0215958,0.012512,0.00975114,0.00756162,0.0049683,0.0174641,0.0161688,0.0120834,0.00993407,0.00771928,0.0163576,0.00886641,0.0105352,0.010974,0.0113237,0.00493705,0.00493914,0.0041906,0.0016906,0.0053135,0.00547097,0.00590916,0.00722551,0.00157168,0.00227589,0.00854148,0.00954225,0.00694587,0.00384939,0.00712822,0.0136176,0.0130998,0.00723337,0.0211064,0.0111785,0.0118431,0.00978471,0.0123209,0.0104724,0.00979528,0.00742322,0.00531175,0.031471,0.00416352,0.00665662,0.00772787,0.0096498,0.011992,0.0100053,0.0175568,0.0233386,0.0174051,0.0158499,0.00517855,0.0256162,0.0264436,0.00548257,0.0152049,0.0128018,0.0144872,0.00859135,0.00755355,0.0123374,0.0148735,0.0108021,0.00928624,0.00847034,0.0122855,0.00822046,0.00332528,0.0137611,0.013182,0.0199104,0.00607623,0.00514789,0.00598357,0.00576235,0.0159446,0.0164811,0.00645575,0.0113973,0.00901194,0.010203,0.00597625,0.0142844,0.00826036,0.0126964,0.0133406,0.0158676,0.0222713,0.0202838,0.0141116,0.0164125,0.0172844,0.0144535,0.0161515,0.0179354,0.0223711,0.0171326,0.0213232,0.00861057,0.0127909,0.00851087
79,0.00384436,0.0188194,0.018278,0.0111398,0.00934253,0.00557342,0.00388753,0.0187417,0.0176321,0.0108726,0.0108835,0.00788121,0.018298,0.0110424,0.0077003,0.00821594,0.00999733,0.00352125,0.00310807,0.00389863,0.00280718,0.00709815,0.00933084,0.00441183,0.00550906,0.00207573,0.00189672,0.00586279,0.00833826,0.00691909,0.00372661,0.00473794,0.0104132,0.0106326,0.00628631,0.0209802,0.0171471,0.00973789,0.00722778,0.0109838,0.0116842,0.00646538,0.0079318,0.00284543,0.0315038,0.00357113,0.00487375,0.00589327,0.00658369,0.008297,0.00773975,0.0182825,0.0242237,0.018816,0.0131935,0.00342272,0.0270629,0.027133,0.00811147,0.0165486,0.0106925,0.0203204,0.010682,0.00779189,0.0138373,0.0167552,0.0117308,0.0102271,0.00753305,0.0160009,0.00876757,0.00426515,0.0155826,0.0150395,0.0208651,0.00903508,0.00728653,0.00835562,0.00928145,0.0176702,0.0177281,0.00830551,0.0124948,0.00730867,0.0126715,0.00943798,0.0146239,0.0105034,0.0130172,0.0133997,0.0163086,0.0237108,0.0215191,0.011301,0.0173873,0.0187794,0.0156626,0.0174638,0.0193355,0.0236317,0.0182419,0.0229763,0.00708513,0.0139348,0.0116466
80,0.00353439,0.0173771,0.0166768,0.0102511,0.0100088,0.004363,0.00314018,0.0174015,0.0159303,0.0108193,0.0111314,0.0113595,0.0207732,0.0147608,0.0117028,0.00793241,0.0120836,0.00357968,0.00385175,0.00231351,0.00273733,0.00858979,0.0189432,0.00299527,0.00440751,0.00206806,0.00227319,0.00237925,0.0115472,0.00701228,0.00657036,0.00800199,0.00975779,0.0103602,0.00698103,0.0215844,0.0237077,0.0113026,0.00630407,0.0106208,0.0116433,0.00499809,0.0114779,0.00213197,0.0307285,0.00274877,0.00352792,0.00490798,0.0054321,0.00586586,0.00895966,0.0205566,0.0264054,0.0199591,0.0131126,0.00566506,0.0268142,0.026721,0.0140857,0.0200777,0.00957509,0.0294715,0.0168824,0.0142042,0.0118019,0.0166321,0.0091041,0.00908894,0.0109568,0.0233194,0.00521437,0.00553585,0.0138581,0.0148671,0.0208074,0.017015,0.010156,0.0137892,0.0167401,0.0178009,0.0179292,0.0138303,0.0189661,0.0118916,0.0192457,0.0166095,0.0149921,0.0136432,0.0131345,0.0151278,0.0128172,0.0214335,0.0213511,0.0104745,0.0147055,0.0231413,0.0128022,0.0155242,0.0184354,0.0242801,0.0171866,0.0229237,0.0116083,0.0198734,0.0161315
81,0.004882,0.0122419,0.0170359,0.011437,0.0135928,0.00552791,0.00441418,0.0124231,0.010598,0.0125136,0.0101897,0.0177604,0.0272997,0.0188871,0.0166228,0.00969751,0.0151225,0.00451803,0.00523126,0.00274372,0.00327041,0.0134204,0.0268837,0.00339903,0.00489445,0.00317555,0.00341186,0.00251322,0.0146335,0.00783615,0.0101418,0.0127201,0.0124538,0.0125925,0.0090083,0.0241367,0.0284398,0.0153591,0.00990564,0.0118243,0.0100183,0.00840996,0.0188436,0.00209101,0.0324255,0.00320445,0.00434818,0.00630917,0.00936139,0.00775935,0.0129389,0.0247232,0.0302906,0.0207254,0.0150183,0.0113768,0.0235998,0.0229911,0.022017,0.0281617,0.0115857,0.0396784,0.0256037,0.023687,0.00848131,0.0154451,0.00638967,0.00607307,0.0187471,0.0326659,0.00450052,0.0101247,0.009051,0.0126284,0.0180436,0.02695,0.0138143,0.021514,0.0260843,0.014329,0.0145593,0.0218797,0.0288766,0.0213583,0.02839,0.0258601,0.0167253,0.0179018,0.0153594,0.0197474,0.00855209,0.0157592,0.0181185,0.016174,0.00835287,0.0307167,0.00652699,0.0100215,0.0138995,0.0223182,0.012597,0.0195465,0.0207641,0.0291352,0.0246355
82,0.00961596,0.00786108,0.0181475,0.0138932,0.0168146,0.0106132,0.00948667,0.00656943,0.00499574,0.0171541,0.0118588,0.0218039,0.0318954,0.022269,0.0201054,0.0115393,0.0177613,0.00734751,0.00722883,0.00732307,0.00633144,0.0165393,0.0316727,0.00653128,0.00644018,0.00756583,0.00661834,0.00821843,0.0172717,0.00865761,0.0123911,0.0159163,0.0186002,0.0185701,0.0104236,0.026841,0.0315426,0.0185893,0.0124117,0.0146963,0.00945146,0.0145444,0.023282,0.00538225,0.0330756,0.00751944,0.00906918,0.0116768,0.015869,0.013331,0.0187022,0.028049,0.033569,0.0217083,0.0176279,0.0153071,0.020436,0.0166816,0.0274615,0.0340576,0.0147913,0.0472797,0.0325649,0.0313764,0.00982981,0.0159903,0.00852336,0.00349202,0.0242838,0.0415928,0.0103983,0.0153534,0.00577286,0.0106763,0.0125449,0.0351878,0.0168354,0.0272278,0.033165,0.0107465,0.00950953,0.0281668,0.0384429,0.0305277,0.0368371,0.0328566,0.0180084,0.0216551,0.0164456,0.0229485,0.0104794,0.0106034,0.0123546,0.0215811,0.00332092,0.0359274,0.00167034,0.00417361,0.00823179,0.0174001,0.00619664,0.0144102,0.0292135,0.0378683,0.0301004
83,0.0149572,0.00880898,0.0182285,0.0148326,0.0182033,0.0155578,0.0144395,0.0052978,0.00442555,0.0212877,0.0176615,0.0231718,0.0337856,0.0241762,0.0224098,0.0134969,0.0198951,0.0112102,0.00991001,0.0118268,0.00990588,0.0173377,0.0330364,0.0102576,0.00857793,0.0120926,0.0102419,0.0119008,0.0194,0.00980334,0.0138291,0.0179763,0.0232967,0.0242599,0.0117007,0.028062,0.0330855,0.0197357,0.0138571,0.0175472,0.0113865,0.0178438,0.0247736,0.00999922,0.0326056,0.0119267,0.0137747,0.0167682,0.0190534,0.0171597,0.0211897,0.0295807,0.0352381,0.0227067,0.0197016,0.0166816,0.0192245,0.00878339,0.0293452,0.0367027,0.0169543,0.048723,0.0341417,0.0330787,0.0136703,0.0178192,0.0113554,0.00307224,0.0266126,0.0423143,0.0153359,0.0193365,0.00671077,0.0101064,0.00520616,0.036504,0.0186892,0.0288324,0.0350727,0.0117623,0.00748359,0.0296898,0.03814,0.0311638,0.0373049,0.0347179,0.0189206,0.0236595,0.0161247,0.023553,0.0149118,0.00661491,0.00430364,0.02368,0.00737488,0.0373099,0.00542882,0.00423984,0.00571008,0.00888462,0.00535997,0.00959629,0.0298711,0.0385078,0.0323307
84,0.0165047,0.0119142,0.0185683,0.0143478,0.0184026,0.0158877,0.0157395,0.0106806,0.00921957,0.0212896,0.0207148,0.023107,0.0342993,0.024476,0.0247086,0.0148185,0.0212304,0.0142965,0.0118549,0.0151754,0.0124332,0.0166344,0.0346946,0.013268,0.0104744,0.0153286,0.012658,0.00939492,0.0209649,0.0107006,0.0152732,0.019636,0.0208653,0.0236319,0.0131401,0.0291486,0.0345301,0.021087,0.015568,0.0198308,0.0137385,0.0138202,0.0251213,0.0123353,0.0315277,0.014199,0.0145661,0.0169218,0.0146781,0.0142288,0.0159205,0.0295037,0.0353373,0.0232624,0.0213186,0.0151826,0.0193633,0.00115868,0.0286583,0.0366272,0.0174949,0.0451604,0.0312328,0.0296019,0.0158302,0.0186304,0.0138282,0.00422647,0.0254232,0.0359306,0.0182295,0.0213516,0.00824172,0.00975916,0.00958307,0.0318534,0.019159,0.0271711,0.0326881,0.0161291,0.0117555,0.0272764,0.0292807,0.024498,0.0308863,0.032233,0.0194992,0.0238783,0.0147699,0.0219506,0.018164,0.00520696,0.00693668,0.0230494,0.0121507,0.0356098,0.0100382,0.0097316,0.0103101,0.00571902,0.0135597,0.00991864,0.0237805,0.0319371,0.031744
