Timestep,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFBT,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMB,LFMT,LFPI,LFRM,LFWT,LHAP,LHBA,LHEB,LHEE,LHFR,LHME,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSCA,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBAC,RBHD,RBWT,RELB,RELS,RELSO,RFBB,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHAP,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSCA,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD
138,0.00156973,0.00013781,0.0267804,0.0101031,0.00938464,0.0010806,0.00168749,0.00138129,0.00100048,0.00986213,0.0107212,0.00203005,0.0097102,0.00647004,0.010312,0.0036213,0.00468829,0.00413772,0.00369754,0.00247221,0.00300978,0.00500175,0.0123445,0.00358298,0.00266706,0.00306637,0.00477883,0.00704937,0.00164016,0.0029471,0.00371723,0.00201624,0.00501433,0.00481177,0.00175025,0.00694992,0.00665669,0.00422393,0.000986094,0.00807977,0.00896756,0.0014658,0.00573982,0.00224808,0.0230771,0.00235492,0.00134421,0.000990553,0.00432644,0.00325706,0.00494716,0.0136258,0.0191375,0.0072547,0.00781198,0.00700461,0.0137133,0.0120966,0.000719433,0.00703004,0.0119631,0.0176302,0.00459736,0.00432669,0.0033118,0.00682335,0.00252331,0.00323877,0.00599965,0.00899794,0.00267543,0.00247977,0.00290192,0.00591429,0.00447249,0.00242771,0.00197119,0.00086167,0.0016379,0.00526437,0.00447637,0.00063432,0.00872641,0.00637758,0.00517371,0.00099162,0.00446135,0.00113107,0.0110148,0.0132353,0.00870593,0.0068496,0.00178312,0.00833229,0.00116812,0.018254,0.00289831,0.0012865,0.00148172,0.00594372,0.00324002,0.00661747,0.00734975,0.00876983,0.00388501
139,0.00170845,0.000782293,0.0267896,0.0103023,0.00971202,0.00107838,0.00137229,0.0017137,0.0010224,0.0104723,0.010734,0.00154852,0.0103074,0.0067591,0.0105825,0.00312822,0.004798,0.00384606,0.00347425,0.00246145,0.00304484,0.00546624,0.0134906,0.00343823,0.00270194,0.00283148,0.0046955,0.0070669,0.00193617,0.00329163,0.0032879,0.00180726,0.00464283,0.00401148,0.00134053,0.00606199,0.00758761,0.00448616,0.001377,0.0085347,0.00902054,0.00139787,0.00637026,0.00224608,0.0226945,0.0018923,0.00120211,0.000959237,0.00456725,0.00249087,0.00518528,0.0136798,0.0192246,0.00673488,0.00735826,0.00713906,0.0143087,0.0125468,0.000678071,0.00746634,0.0120397,0.0179273,0.00450286,0.00380393,0.00308707,0.00655446,0.0027015,0.00300634,0.00585558,0.00985885,0.00265859,0.00231059,0.00265003,0.00568204,0.00459825,0.00234043,0.00207224,0.0010238,0.001623,0.0050183,0.00422149,0.00103988,0.00801262,0.00581797,0.00520728,0.00117339,0.00440771,0.00100482,0.0106232,0.0130671,0.00894563,0.00710567,0.00243764,0.008163,0.000760142,0.0180615,0.00272496,0.00126305,0.0019434,0.00657832,0.00265533,0.00652841,0.00657272,0.00830799,0.00413543
140,0.00201272,0.00156689,0.0269014,0.0103776,0.00982924,0.00166198,0.000994173,0.00185747,0.00136021,0.0112566,0.0108789,0.00143015,0.0104175,0.00688361,0.0106253,0.00252696,0.00506068,0.0034032,0.00335624,0.00226077,0.00323898,0.00554037,0.0142302,0.00309971,0.00281591,0.0025337,0.00474658,0.00747226,0.00215185,0.00354021,0.00284188,0.00177058,0.00435614,0.00271176,0.00121786,0.00523861,0.00852884,0.00436857,0.00189083,0.00898924,0.00873451,0.0023056,0.00666,0.00216613,0.0224029,0.00115151,0.00135477,0.00171441,0.00505478,0.00180344,0.00621211,0.0136512,0.01921,0.00689597,0.0066353,0.00720005,0.0149447,0.0120331,0.000782256,0.00756655,0.0119743,0.0181112,0.00435972,0.00321267,0.00278617,0.00645083,0.00269753,0.00298457,0.00586387,0.0110922,0.00231264,0.00200979,0.00252385,0.00564257,0.00415311,0.0021992,0.0023222,0.00118097,0.00159234,0.00573124,0.00328284,0.00141501,0.00662565,0.00564354,0.00499959,0.00129266,0.00458822,0.000986476,0.0105672,0.0130492,0.00931467,0.00693747,0.00273744,0.00815376,0.000910569,0.0179448,0.00276196,0.00140136,0.00214055,0.00649571,0.00325922,0.00711094,0.00570729,0.00749246,0.00416954
141,0.00231016,0.00239531,0.026805,0.0103002,0.00982285,0.00231489,0.0011942,0.00238788,0.00201388,0.0117741,0.0108293,0.00150806,0.010255,0.0070092,0.010656,0.00245566,0.00498217,0.0033449,0.00320082,0.0025125,0.00312133,0.00514021,0.0142332,0.00341144,0.00325883,0.00218012,0.0045547,0.00756556,0.00207314,0.00374318,0.00276606,0.00162964,0.00470049,0.00214183,0.00139031,0.00509357,0.00858305,0.00425267,0.00184821,0.00919459,0.00886766,0.0030982,0.00643694,0.00235522,0.0223619,0.0010174,0.00190145,0.00241465,0.00555564,0.00185123,0.00713101,0.0136088,0.0191775,0.00697297,0.0064575,0.0070102,0.0154269,0.011595,0.000610454,0.00749324,0.0120242,0.0179369,0.00402574,0.00267827,0.00260942,0.00613367,0.00310878,0.00274256,0.00579753,0.0126199,0.00252733,0.00180687,0.00236931,0.0053864,0.00369276,0.0019855,0.00246974,0.00127565,0.00131762,0.00651015,0.00269307,0.00172361,0.00466237,0.00652755,0.0046175,0.00131701,0.00476127,0.000892248,0.0106463,0.0129931,0.0096241,0.00723397,0.00302405,0.00839259,0.00152765,0.0177099,0.00294345,0.00192486,0.00265853,0.0063483,0.00412301,0.00760549,0.0051494,0.0064082,0.00375548
142,0.00235755,0.00200911,0.0264991,0.00994587,0.00973077,0.00214201,0.00127542,0.00190647,0.0016205,0.0116308,0.0108973,0.00160945,0.0101701,0.0071105,0.0108329,0.00263102,0.00468451,0.00360019,0.00322369,0.00275512,0.00297525,0.00435757,0.014221,0.00371068,0.00356661,0.00227679,0.00438448,0.00733398,0.00196415,0.00395935,0.00291906,0.00138493,0.00451975,0.00247862,0.00162507,0.00512288,0.00827929,0.00443949,0.00152355,0.00921164,0.00915944,0.00272777,0.00607094,0.00259713,0.022497,0.00124601,0.00187239,0.00213365,0.00549245,0.00153829,0.00664606,0.013531,0.0191019,0.00669045,0.00660081,0.00644418,0.0152584,0.0115465,0.000497874,0.0074895,0.0121696,0.0177341,0.00369653,0.0022947,0.00253881,0.0058979,0.00325977,0.00247193,0.00532848,0.0144805,0.00261695,0.00180573,0.0021623,0.00512968,0.00328972,0.00244792,0.00248786,0.00150681,0.00126501,0.0063142,0.00300748,0.00218831,0.00317719,0.00769187,0.00512294,0.00163195,0.00487721,0.00074641,0.0107425,0.0129286,0.0097134,0.00741683,0.00235562,0.00867349,0.00117737,0.0174316,0.00263743,0.00152142,0.00215958,0.00620588,0.004069,0.00693006,0.00483659,0.00562707,0.00312256
143,0.00247101,0.00107217,0.026245,0.00944084,0.00950237,0.00170736,0.00161384,0.000765351,0.000306248,0.0110508,0.0113302,0.00217347,0.0100139,0.00686417,0.011097,0.00300187,0.00413128,0.00378459,0.00329414,0.00274991,0.00290047,0.0034508,0.0138546,0.00354266,0.00340035,0.00277587,0.00425698,0.00746823,0.00177419,0.00401535,0.00331419,0.00106368,0.00399671,0.00348161,0.00203827,0.00569835,0.00747471,0.00469864,0.000853618,0.0090695,0.0092796,0.00205733,0.00534869,0.00272221,0.0228367,0.00169859,0.00166643,0.00151516,0.00532416,0.00212868,0.00500175,0.0133067,0.0188464,0.00634322,0.00708969,0.00586069,0.0146266,0.0117124,0.000669483,0.0074307,0.0125165,0.0171637,0.00322658,0.00274862,0.00262938,0.00594395,0.00311525,0.00230995,0.00491355,0.0153281,0.00242618,0.00200873,0.00208591,0.00507926,0.00337213,0.00253304,0.00247149,0.00160273,0.00104051,0.00611144,0.00466953,0.00224777,0.00312719,0.00851037,0.00550022,0.00172106,0.00493222,0.000952963,0.011015,0.0130884,0.00968853,0.0071291,0.0012098,0.00916968,0.000659945,0.0173418,0.00204264,0.00035885,0.00106164,0.00599598,0.00418125,0.00579373,0.00518726,0.0055475,0.00285246
144,0.00236356,0.00129684,0.0261728,0.00879484,0.00899214,0.0015097,0.00186214,0.00087054,0.000733055,0.0105075,0.0113445,0.00292914,0.00961445,0.00635012,0.0110653,0.00332065,0.00379309,0.00374054,0.00342586,0.00246515,0.00288847,0.00266145,0.0129989,0.00302416,0.003022,0.00307442,0.00423415,0.00758734,0.00137343,0.00375736,0.00386702,0.00119982,0.00423884,0.00438557,0.00256356,0.00642758,0.00660063,0.0044837,0.000559702,0.00892029,0.00889314,0.00207659,0.00449654,0.00261533,0.0234301,0.00203185,0.00160284,0.0012899,0.005179,0.00311736,0.00420365,0.0131201,0.0185841,0.00666698,0.00740218,0.00543317,0.0141843,0.0116781,0.00100606,0.00712344,0.0127227,0.0168112,0.00305977,0.00319261,0.00290535,0.00626057,0.00289642,0.00238583,0.00476566,0.0153148,0.00223248,0.00223075,0.00239172,0.00531338,0.00356736,0.00221056,0.0025199,0.00141065,0.000636716,0.00645319,0.00567275,0.00191924,0.00342362,0.00826851,0.00566704,0.00148482,0.00502039,0.00146385,0.0116045,0.0135321,0.00958045,0.00657342,0.00101704,0.00952342,0.0012386,0.0176435,0.00217713,0.000799275,0.00107819,0.0055635,0.00463582,0.00590769,0.00515869,0.00577505,0.00324985
145,0.00204026,0.00129335,0.0262779,0.00850274,0.00860981,0.0013117,0.00187113,0.00115348,0.000904078,0.0101026,0.0110406,0.00366039,0.00913151,0.0059,0.0109504,0.00380714,0.00370903,0.00373393,0.00352599,0.00218927,0.00275235,0.00228738,0.0119485,0.00275124,0.00286132,0.00309261,0.00414234,0.00749075,0.00145703,0.00346157,0.00445256,0.00177716,0.00469889,0.00486126,0.00314151,0.00756667,0.00561069,0.00453043,0.0012203,0.00871237,0.00855566,0.0020325,0.00372614,0.00241802,0.0239805,0.00218954,0.00151094,0.00112619,0.00485928,0.00362492,0.00423038,0.0130479,0.0184387,0.0072409,0.00801817,0.00542084,0.0138029,0.0118899,0.00144157,0.00679453,0.0128758,0.0165006,0.00300649,0.00363813,0.00328213,0.00651586,0.00284006,0.00242607,0.00511809,0.0149151,0.0025532,0.00262776,0.00266553,0.0055111,0.00373074,0.00173539,0.00260103,0.00132451,0.000460532,0.00635834,0.00601889,0.00156201,0.00384286,0.00783394,0.00560549,0.00132988,0.00510654,0.00187128,0.0121533,0.0139322,0.00929137,0.006425,0.000995522,0.00989779,0.00133111,0.0179277,0.00239011,0.00102308,0.00132206,0.00528828,0.00455888,0.0061931,0.00517692,0.00611226,0.00359166
146,0.00142908,0.00142155,0.0265371,0.00857064,0.00834904,0.000771352,0.00148318,0.00146107,0.00128524,0.0098674,0.010354,0.00426221,0.00848899,0.00554028,0.0109518,0.00448313,0.00378272,0.00367798,0.00363729,0.00169315,0.0027364,0.00212192,0.0114006,0.00253818,0.0029545,0.0028788,0.00417945,0.00694607,0.00213221,0.00329817,0.00499628,0.00249769,0.00540677,0.00519702,0.00379132,0.00846689,0.00456076,0.00506261,0.00201623,0.00847531,0.00811116,0.00135143,0.00314047,0.00191828,0.0243583,0.00192646,0.00102307,0.000786237,0.00397783,0.0036503,0.0050398,0.0131293,0.0184583,0.00762923,0.00865898,0.0057323,0.0134027,0.0117602,0.00170789,0.0064696,0.0128235,0.0165618,0.00332632,0.00377158,0.00364078,0.00695348,0.00242335,0.0028405,0.00586934,0.014492,0.00251934,0.00281567,0.00310921,0.00595533,0.00412582,0.00150351,0.0028198,0.00110997,0.000465588,0.00635028,0.00602501,0.00112612,0.00423778,0.00724364,0.00558038,0.0010882,0.00529231,0.00213286,0.0126886,0.0142918,0.00894597,0.00612747,0.00125648,0.0101397,0.00175532,0.0182531,0.00271515,0.00144858,0.00154755,0.00514598,0.00460165,0.00659989,0.00499528,0.0064547,0.00385298
147,0.000661173,0.00225483,0.0267104,0.00872073,0.0083152,0.00057729,0.000999403,0.00211331,0.00207504,0.00991802,0.00989429,0.00460835,0.00817446,0.00535888,0.0110294,0.00470045,0.00377273,0.00368642,0.00358754,0.00151603,0.00270127,0.00225087,0.0115092,0.00281226,0.00329006,0.00248072,0.00413494,0.00666933,0.00234715,0.00337375,0.00517923,0.00271857,0.00574883,0.00507176,0.00411719,0.00854623,0.0041415,0.00529186,0.00238129,0.00818887,0.00807415,0.000924552,0.00288149,0.00130473,0.0243837,0.0016219,0.000552174,0.000980715,0.00342987,0.00347503,0.00582852,0.0132514,0.01855,0.00760591,0.0087289,0.00605154,0.0131006,0.0109415,0.00187373,0.00639515,0.0128118,0.0164242,0.00341461,0.00401678,0.00381957,0.00735545,0.00198521,0.00329458,0.00636365,0.0139621,0.00209466,0.00278914,0.0034873,0.00639501,0.00455963,0.00123494,0.00318019,0.00109427,0.000723066,0.00732587,0.00648369,0.000876025,0.00453512,0.00709378,0.0053102,0.00107533,0.00543693,0.00236365,0.0129637,0.0144964,0.00892235,0.0056238,0.00208774,0.0103187,0.00260931,0.0184357,0.00306743,0.0021866,0.00213229,0.0048437,0.00576966,0.00723589,0.00525316,0.00672375,0.00415748
148,0.000674038,0.00280621,0.0264608,0.00861154,0.00838392,0.000570053,0.000937316,0.00250282,0.00246163,0.0100283,0.0100486,0.00472104,0.00845097,0.00549972,0.0111708,0.00455238,0.00355029,0.00375034,0.00346454,0.0017797,0.00264641,0.00192761,0.0116622,0.00310028,0.00347944,0.00235021,0.00403559,0.00677035,0.0021343,0.00360948,0.00517584,0.00251184,0.00551802,0.00480707,0.00417594,0.00829755,0.00437474,0.00514664,0.00235411,0.00817338,0.0083634,0.000935235,0.00272679,0.00136343,0.0242584,0.00161925,0.000561437,0.000918205,0.00371924,0.00330657,0.00564402,0.0133745,0.0186767,0.00742406,0.00849828,0.00581826,0.0133201,0.0101099,0.00191973,0.0066248,0.0129822,0.0161798,0.00355717,0.00431,0.00358619,0.00724631,0.00217047,0.00328088,0.00618764,0.0134049,0.00170629,0.00255953,0.00337063,0.00634877,0.00464154,0.00101982,0.0034119,0.0011199,0.00100298,0.0082835,0.0067959,0.000824741,0.00502716,0.00707107,0.00517596,0.00118401,0.00546635,0.00241114,0.0129286,0.0144559,0.00930518,0.00553247,0.00272706,0.0104025,0.00304424,0.0184258,0.00309115,0.00253113,0.00250789,0.00476057,0.00685891,0.00754631,0.00560626,0.00714544,0.00419272
149,0.00123825,0.00285049,0.0260514,0.0083608,0.00845876,0.000728583,0.00138486,0.00250628,0.00237878,0.00993107,0.0103126,0.00494465,0.00893864,0.00568231,0.0113542,0.00430715,0.00327982,0.00379104,0.0034075,0.00201833,0.00266332,0.00140154,0.0117625,0.00306826,0.00338449,0.00258505,0.0039924,0.00694925,0.00172374,0.00384904,0.00523548,0.00225906,0.00546481,0.00517131,0.0042936,0.0078009,0.00491868,0.00468021,0.0024015,0.00832573,0.00859727,0.00157476,0.0024733,0.00180537,0.0241805,0.00188376,0.000976604,0.000727842,0.00433881,0.00379183,0.00471009,0.0134685,0.0187693,0.00734172,0.0079794,0.00536949,0.0136335,0.0100572,0.00212826,0.0070505,0.0133158,0.0158599,0.00378924,0.00468424,0.00329979,0.00695534,0.00253177,0.00303894,0.00590592,0.0129551,0.00167598,0.00246376,0.00305064,0.00609736,0.00468987,0.00107665,0.00357325,0.00131059,0.00141522,0.00853582,0.00697847,0.000982579,0.00565238,0.00712153,0.00525549,0.00145838,0.00550095,0.00246785,0.0129069,0.0143914,0.00962579,0.00582589,0.00297971,0.0106094,0.00299589,0.0183747,0.00279595,0.00243343,0.00254012,0.00521887,0.00716925,0.00722543,0.00596799,0.00768284,0.00443467
150,0.00138161,0.0023105,0.0258394,0.00816428,0.00846447,0.000737479,0.00138294,0.00185536,0.00183778,0.0100099,0.0100577,0.00495084,0.00922231,0.00579152,0.0114628,0.0039881,0.00315732,0.00371157,0.00337666,0.00205962,0.00279764,0.00126121,0.0123571,0.00297011,0.00344283,0.00258123,0.00403106,0.00652183,0.00120728,0.00407929,0.00516893,0.00191671,0.00592879,0.00561552,0.004357,0.00662841,0.00573199,0.00416594,0.0023888,0.00851208,0.00854272,0.00149353,0.00255508,0.00183894,0.0240406,0.00172446,0.000961534,0.000721807,0.00428004,0.00390477,0.0047422,0.0135243,0.0188332,0.00718193,0.00704848,0.00511675,0.0138382,0.0102747,0.00208375,0.00723791,0.0133886,0.015675,0.00383853,0.00486392,0.00318731,0.00683065,0.0026468,0.00296942,0.00567919,0.0125631,0.00185756,0.00252271,0.00288579,0.00601579,0.00413963,0.00102101,0.00376597,0.00130914,0.00157569,0.00790096,0.00626383,0.000986399,0.00573494,0.00749102,0.0048818,0.00150053,0.00563414,0.00257102,0.0129074,0.0144063,0.00967736,0.00610946,0.00220335,0.0105727,0.00252457,0.0184101,0.0025257,0.00190667,0.00185027,0.00525045,0.00646325,0.00670503,0.00638323,0.00779373,0.00464152
151,0.000935419,0.00188346,0.0259388,0.00819448,0.00850043,0.000432149,0.000794883,0.00127551,0.00142948,0.0103058,0.00940509,0.00476811,0.00922367,0.00579994,0.011528,0.00356347,0.00328902,0.00354684,0.00326614,0.00207597,0.00287221,0.00130831,0.0133579,0.00305186,0.00372761,0.00219667,0.00397341,0.00574122,0.00104716,0.00428364,0.0048944,0.00142717,0.0064406,0.00566249,0.00432715,0.00506803,0.00692585,0.00388248,0.00235092,0.00862541,0.00841842,0.000725029,0.00291491,0.00136372,0.0237266,0.00111956,0.00034486,0.000800699,0.00378869,0.00349906,0.00562359,0.0135165,0.0188429,0.00717043,0.0058176,0.00516127,0.0139104,0.0102314,0.00180038,0.00709837,0.0133093,0.0154781,0.00369148,0.00504122,0.00322619,0.00687487,0.00263504,0.00303857,0.0055417,0.0119215,0.00205674,0.00265006,0.00290334,0.00609075,0.00359803,0.000756732,0.00397526,0.00115346,0.00155318,0.007434,0.00540701,0.000778605,0.0057314,0.00829317,0.00387167,0.00133342,0.00580198,0.00272021,0.0128324,0.0144673,0.00959044,0.00625948,0.00136979,0.0103775,0.00217647,0.0184773,0.00248142,0.00152076,0.00118414,0.00500142,0.00590948,0.00668941,0.00714911,0.0076749,0.00441169
152,0.000728271,0.00190438,0.0259073,0.00834884,0.0087269,0.0010148,0.000130992,0.00087735,0.00131558,0.0109244,0.00895766,0.00443847,0.00945195,0.00605082,0.0114762,0.00293867,0.00374131,0.00352351,0.00301429,0.00259992,0.00281653,0.00136063,0.0140069,0.00361583,0.00417862,0.0016824,0.00372078,0.00523306,0.00142073,0.00454599,0.00442153,0.000734273,0.00662638,0.00515517,0.00409116,0.00440415,0.00813715,0.00373309,0.00229992,0.00886534,0.0087684,0.000882615,0.00343734,0.00128113,0.0232591,0.00077167,0.000712885,0.00134084,0.00399563,0.00276554,0.00642175,0.0134809,0.0188564,0.00744805,0.00504408,0.00515245,0.0143358,0.00978596,0.00145894,0.00717974,0.0133204,0.0151333,0.00342552,0.00522647,0.00296783,0.00659222,0.0030239,0.00280035,0.0052866,0.011597,0.00228836,0.00257711,0.00262232,0.00586135,0.00261482,0.00102816,0.00406904,0.00108992,0.00153823,0.00752658,0.00449475,0.000849491,0.00611337,0.00937709,0.00303659,0.0013145,0.00588417,0.00266243,0.0125181,0.0143007,0.00984998,0.00656359,0.000772982,0.0102217,0.00194803,0.0182847,0.00241279,0.00130299,0.000654299,0.00457237,0.00593651,0.00693707,0.00799332,0.00768482,0.00407197
153,0.00121635,0.00231684,0.0259387,0.00853612,0.00890856,0.00183252,0.000800015,0.00135164,0.00172073,0.0115179,0.00824478,0.00418973,0.00956317,0.00616123,0.0112436,0.00222764,0.00447759,0.00336493,0.00284217,0.00290908,0.0028951,0.00153662,0.0142409,0.0037878,0.00433523,0.0013847,0.00363117,0.00458051,0.00203978,0.00470251,0.00396313,0.000446672,0.00736512,0.00532682,0.00386405,0.00462232,0.00927384,0.0034193,0.00244399,0.00920047,0.00886888,0.00190793,0.00390719,0.00138272,0.0229145,0.00070233,0.00143009,0.00216466,0.00437255,0.00284753,0.00724768,0.0133848,0.0187973,0.00821171,0.00457938,0.00527715,0.0145612,0.00919402,0.00119322,0.00724508,0.0133229,0.0147428,0.00311659,0.00549927,0.00283754,0.00647079,0.00334677,0.00262815,0.00517009,0.0113776,0.00246638,0.0025283,0.00248567,0.00576082,0.00208431,0.00159751,0.0040842,0.00112644,0.00160778,0.00802671,0.00430751,0.00106011,0.00679304,0.0103743,0.00255028,0.00142993,0.00595141,0.00259168,0.0122882,0.014197,0.010084,0.00663864,0.00139517,0.0101331,0.00217859,0.0181015,0.00255981,0.00164719,0.00118559,0.00402063,0.00648457,0.00746537,0.00884713,0.00786813,0.003826
154,0.00119585,0.00218603,0.0260227,0.00888562,0.00900952,0.00180655,0.000752221,0.00140797,0.00169846,0.0114933,0.00820872,0.00415084,0.0093923,0.00612563,0.0109279,0.00167525,0.00513496,0.00337415,0.00286881,0.00283348,0.00282108,0.00184066,0.0141525,0.00371212,0.0042599,0.00144428,0.00360752,0.00459445,0.00260962,0.00467075,0.00373634,0.000832566,0.00739186,0.00537717,0.00383038,0.00536338,0.0101394,0.00306606,0.00272288,0.00916283,0.00884107,0.00182085,0.00408896,0.0013416,0.0227727,0.000653636,0.00137622,0.00215906,0.00426481,0.0029212,0.00719924,0.0133684,0.0187882,0.00918617,0.00441254,0.00564342,0.0143203,0.0091703,0.00107144,0.00721845,0.0133596,0.0145872,0.00294738,0.00561231,0.00304634,0.00654307,0.00348856,0.00257051,0.00548738,0.0113688,0.00279223,0.00272282,0.00254929,0.00579372,0.0023731,0.00186792,0.0040637,0.0011641,0.00167151,0.0080356,0.00457366,0.00120726,0.0070761,0.0107713,0.00246755,0.00155751,0.00596049,0.0026106,0.0122726,0.0141929,0.00996516,0.0067316,0.00151769,0.0101678,0.00207405,0.0179971,0.0025762,0.00164483,0.0012792,0.00380212,0.00653991,0.00762688,0.00921074,0.0079556,0.00357905
155,0.000906205,0.00162158,0.0259591,0.00888462,0.00894528,0.00137367,0.000393221,0.000777184,0.00116609,0.0112142,0.00879602,0.00404991,0.00933111,0.0062643,0.0105114,0.00152502,0.00537708,0.00360117,0.00309644,0.00276212,0.00275117,0.00183623,0.0136208,0.00377548,0.0043951,0.00165867,0.00366366,0.00508134,0.00253368,0.00469393,0.00374904,0.000950119,0.00674704,0.00504645,0.00377559,0.00590835,0.0100802,0.00259386,0.00276177,0.00901872,0.00882431,0.0014114,0.00417334,0.00146515,0.0228492,0.000716864,0.00104897,0.00168577,0.00416412,0.00259167,0.00684629,0.0134697,0.0188922,0.00950197,0.00473335,0.00564846,0.0142555,0.00994172,0.00082759,0.00722295,0.0132252,0.0149385,0.00317877,0.0053287,0.00326438,0.00652101,0.0035183,0.00259555,0.00555126,0.011009,0.00309475,0.00288988,0.00263614,0.00575482,0.00246629,0.00148265,0.00407414,0.000896549,0.00144005,0.00722689,0.00407468,0.000907537,0.00712787,0.0103749,0.00249659,0.00122337,0.0060464,0.00262014,0.0123779,0.0142147,0.00972603,0.00707155,0.000567503,0.0099727,0.00153455,0.0180505,0.00246808,0.00113572,0.000589999,0.00448423,0.00564465,0.00710753,0.00897966,0.00797894,0.00362657
156,0.000834234,0.00117896,0.0258845,0.00862445,0.00870088,0.00109597,0.000205017,0.000999093,0.00111668,0.0110229,0.00901804,0.00407053,0.00928591,0.00628824,0.0102906,0.00193684,0.00510008,0.00361444,0.00327041,0.00249811,0.00274682,0.00172067,0.0129078,0.00351038,0.00421817,0.00191744,0.0038231,0.00532057,0.00192955,0.00448833,0.00407047,0.00078111,0.00650215,0.00501426,0.003711,0.00625455,0.00947173,0.00201712,0.00238447,0.00893653,0.00860823,0.00115102,0.0042097,0.00143032,0.0232137,0.000633248,0.00076837,0.00142623,0.00399202,0.0025924,0.00667066,0.0136089,0.0190092,0.00937774,0.00516978,0.00538681,0.0143657,0.0110513,0.00066201,0.00707309,0.013142,0.0156248,0.00355523,0.00488453,0.00356526,0.00656791,0.00367244,0.00262548,0.00529177,0.0108295,0.00354417,0.00311772,0.0028165,0.00579093,0.00287724,0.000802676,0.00396038,0.000548461,0.00114323,0.00615232,0.00342513,0.000680151,0.00662249,0.00933283,0.00266453,0.000760672,0.00592049,0.00262117,0.0124815,0.0143067,0.00948262,0.00737053,0.00115614,0.00968925,0.000940435,0.0182062,0.00269273,0.00113933,0.00104443,0.00530043,0.00442289,0.0069482,0.00822121,0.00777246,0.00365352
157,0.000908333,0.000924294,0.0259812,0.00841132,0.00836201,0.00105082,0.000740706,0.00131872,0.00125586,0.0107963,0.00881451,0.00419119,0.00907101,0.00609567,0.0101956,0.00261919,0.00470653,0.00349782,0.00353723,0.0019895,0.00293635,0.00201406,0.0121697,0.00282559,0.00371255,0.00235558,0.00422814,0.00528405,0.00114005,0.00406272,0.00453895,0.00102723,0.00676909,0.00546904,0.00376189,0.00657657,0.00861017,0.00173363,0.00194641,0.00890137,0.00804956,0.00107587,0.00430384,0.00125903,0.0237309,0.00078158,0.00067449,0.00147815,0.00353059,0.00308722,0.00671546,0.013732,0.0190934,0.00918971,0.00571326,0.00531936,0.0141482,0.011524,0.000574269,0.00669704,0.0129695,0.0162795,0.00381916,0.00452926,0.00383157,0.00693996,0.00344953,0.00290805,0.00511888,0.0108667,0.00359292,0.00323817,0.00310541,0.0061417,0.00345318,0.000562557,0.00380603,0.00041329,0.000961713,0.00561396,0.00341173,0.000878211,0.00607026,0.00848394,0.0027779,0.000367022,0.00568346,0.00268786,0.0126439,0.0145126,0.0091506,0.00706667,0.0017274,0.00937824,0.000986946,0.0184247,0.00298881,0.00138295,0.00137927,0.00543759,0.00383227,0.00726711,0.00760011,0.00744395,0.00363384
158,0.00108788,0.000559541,0.0260394,0.00820312,0.00816914,0.00102469,0.0010529,0.00105258,0.00110511,0.0106452,0.00883835,0.00430826,0.00903138,0.00598764,0.0101683,0.00310266,0.00450326,0.0035338,0.00375965,0.00176267,0.00307857,0.00227721,0.0115943,0.00244144,0.00340303,0.00270524,0.00450019,0.00542786,0.000714107,0.00379345,0.00487459,0.00139029,0.0067639,0.00559934,0.00383354,0.00694612,0.00788859,0.00191109,0.00167989,0.00890546,0.00777561,0.000936675,0.00440769,0.00140138,0.0240968,0.00115352,0.000757144,0.00144915,0.00330979,0.00331402,0.00656405,0.0137558,0.0190962,0.00902816,0.00630441,0.00526922,0.0137263,0.0113907,0.000566957,0.0065269,0.0128523,0.0164688,0.00377126,0.00440956,0.00395658,0.00725827,0.00309775,0.00310514,0.00492732,0.011128,0.00336484,0.00325015,0.00327379,0.00641116,0.00349423,0.000565161,0.00365346,0.00063105,0.000845924,0.00571842,0.00408604,0.00115961,0.00563949,0.00831805,0.00268533,0.000535976,0.00552685,0.00267597,0.0127417,0.014642,0.00897422,0.00657766,0.00112306,0.00925565,0.00123481,0.0184732,0.00300352,0.00131533,0.00103427,0.00506477,0.00400636,0.00717057,0.00736642,0.00713596,0.00376607
